"argomento_normalizzato","lemma_normalizzato","occorrenze_lemma","chiave_semantica","varianti_nella_chiave_semantica","macrocategoria","occorrenze_macrocategoria","esito_revisione","blocco_principale","testo_originale","azione_editoriale","gruppo_editoriale","tipo_accorpamento","occorrenze_gruppo_editoriale","tipo_indicatore","natura","occorrenze_in_slide_distinte","area","codice_blocco","titolo_blocco","file","numero_slide","titolo_slide","stato_verifica_contenuto","data_verifica_contenuto","hash_verifica_contenuto","riferimento"
"celle unite","celle unite","1","cell un","1","formule funzioni ed errori del foglio","40","voce specifica di macrocategoria","SU03.04 · Prime formule","Celle unite","rimandare al blocco principale","macrocategoria: formule funzioni ed errori del foglio","macrocategoria","33","titolo_h3","contenuto","1","Suite Ufficio","SU03.02","Riferimenti e range","su03-02-riferimenti.html","11","Cosa rompe le formule — e come evitarlo","non verificata","","","su03-02-riferimenti.html#slide-11"
"cells nei cicli","cells nei cicli","1","cells cicl","1","","0","voce specifica autonoma","","Cells nei cicli","mantenere autonoma","lemma: cells nei cicli","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU03.14","VBA per Excel","su03-14-vba.html","7","Range e Cells","non verificata","","","su03-14-vba.html#slide-7"
"cellulare","cellulare","1","cellul","1","","0","voce specifica autonoma","","Cellulare","mantenere autonoma","lemma: cellulare","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW02.02","La Firma Email","rw02-02-firma.html","8","I recapiti telefonici","non verificata","","","rw02-02-firma.html#slide-8"
"cenni di storia della vr","cenni di storia della vr","1","cenn stori vr","1","","0","voce specifica autonoma","","Cenni di storia della VR","mantenere autonoma","lemma: cenni di storia della vr","voce autonoma o già distinta","1","etichetta","contenuto","1","Reti e Web","RW03.03","VR, AR e Metaverso","rw03-03-vr-ar.html","3","Immersi in un mondo digitale","non verificata","","","rw03-03-vr-ar.html#slide-3"
"centro","centro","1","centr","1","","0","voce specifica autonoma","","Centro","mantenere autonoma","lemma: centro","voce autonoma o già distinta","1","grassetto","contenuto","1","Suite Ufficio","SU03.08","Tabelle pivot","su03-08-tabelle-pivot.html","9","Vedere solo ciò che serve","non verificata","","","su03-08-tabelle-pivot.html#slide-9"
"cerca il simbolo","cerca il simbolo","1","cerc simbol","1","programmazione","79","voce specifica di macrocategoria","PR01.01 · Introduzione alla programmazione","Cerca il simbolo","rimandare al blocco principale","macrocategoria: programmazione","macrocategoria","64","titolo_h3","contenuto","1","Programmazione","PR04.02","Lavorare e scegliere","pr04-02-strumenti-ambiente.html","2","Il codice si legge saltando, non scorrendo","non verificata","","","pr04-02-strumenti-ambiente.html#slide-2"
"cerca il tuo nome","cerca il tuo nome","1","cerc nome tuo","1","","0","voce specifica autonoma","","Cerca il tuo nome","mantenere autonoma","lemma: cerca il tuo nome","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW03.01","La tua identità online","rw03-01-identita.html","12","Cosa trovano i clienti ?","non verificata","","","rw03-01-identita.html#slide-12"
"cerca sulla riga 1 restituisce dalla riga 2","cerca sulla riga 1 restituisce dalla riga 2","1","1 2 cerc restituisc riga riga","1","ricerca e valutazione fonti","29","voce specifica di macrocategoria","RW01.04 · Ricerca e gestione delle informazioni","Cerca sulla riga 1, restituisce dalla riga 2","rimandare al blocco principale","macrocategoria: ricerca e valutazione fonti","macrocategoria","21","didascalia","contenuto","1","Suite Ufficio","SU03.05","Analizzare e cercare","su03-05-analisi.html","8","Ricerca orizzontale","non verificata","","","su03-05-analisi.html#slide-8"
"cerca.vert","cerca.vert","1","cerca.vert","1","ricerca e valutazione fonti","29","voce specifica di macrocategoria","RW01.04 · Ricerca e gestione delle informazioni","CERCA.VERT","rimandare al blocco principale","macrocategoria: ricerca e valutazione fonti","macrocategoria","21","titolo_h3","contenuto","1","Suite Ufficio","SU03.05","Analizzare e cercare","su03-05-analisi.html","11","INDICE+CONFRONTA — ricerca flessibile","non verificata","","","su03-05-analisi.html#slide-11"
"cerca.vert classica","cerca.vert classica","1","cerca.vert classic","1","fogli di calcolo","24","voce specifica di macrocategoria","SU03.01 · Sistema di lavoro","CERCA.VERT (classica)","rimandare al blocco principale","macrocategoria: fogli di calcolo","macrocategoria","21","titolo_h3","contenuto","1","Suite Ufficio","SU03.05","Analizzare e cercare","su03-05-analisi.html","12","CERCA.X — il futuro","non verificata","","","su03-05-analisi.html#slide-12"
"cerca.x il futuro","cerca.x il futuro","1","cerca.x futur","1","fogli di calcolo","24","voce specifica di macrocategoria","SU03.01 · Sistema di lavoro","CERCA.X — il futuro","rimandare al blocco principale","macrocategoria: fogli di calcolo","macrocategoria","21","titolo_h2","contenuto","1","Suite Ufficio","SU03.05","Analizzare e cercare","su03-05-analisi.html","12","CERCA.X — il futuro","non verificata","","","su03-05-analisi.html#slide-12"
"cerca.x moderna","cerca.x moderna","1","cerca.x modern","1","fogli di calcolo","24","voce specifica di macrocategoria","SU03.01 · Sistema di lavoro","CERCA.X (moderna)","rimandare al blocco principale","macrocategoria: fogli di calcolo","macrocategoria","21","titolo_h3","contenuto","1","Suite Ufficio","SU03.05","Analizzare e cercare","su03-05-analisi.html","12","CERCA.X — il futuro","non verificata","","","su03-05-analisi.html#slide-12"
"cercano il tuo nome su google","cercano il tuo nome su google","1","cercan googl nome tuo","1","","0","voce specifica autonoma","","cercano il tuo nome su Google","mantenere autonoma","lemma: cercano il tuo nome su google","voce autonoma o già distinta","1","grassetto","contenuto","1","Reti e Web","RW03.01","La tua identità online","rw03-01-identita.html","12","Cosa trovano i clienti ?","non verificata","","","rw03-01-identita.html#slide-12"
"cercare e sostituire","cercare e sostituire","1","cerc sostitu","1","","0","voce specifica autonoma","","Cercare e sostituire","mantenere autonoma","lemma: cercare e sostituire","voce autonoma o già distinta","1","grassetto","contenuto","1","Suite Ufficio","SU03.07","Manipolare il testo","su03-07-testo.html","2","I dati veri sono sporchi","non verificata","","","su03-07-testo.html#slide-2"
"cercare in tutto il progetto","cercare in tutto il progetto","1","cerc progett tutt","1","project management","24","voce specifica di macrocategoria","PM01 · Introduzione al Project Management","Cercare in tutto il progetto","rimandare al blocco principale","macrocategoria: project management","macrocategoria","22","titolo_h2","contenuto","1","Programmazione","PR04.02","Lavorare e scegliere","pr04-02-strumenti-ambiente.html","4","Cercare in tutto il progetto","non verificata","","","pr04-02-strumenti-ambiente.html#slide-4"
"certificano chi sei davvero","certificano chi sei davvero","1","certifican chi davver sei","1","posta elettronica","51","voce specifica di macrocategoria","RW02.01 · La posta elettronica","certificano chi sei davvero","rimandare al blocco principale","macrocategoria: posta elettronica","macrocategoria","40","grassetto","contenuto","1","Reti e Web","RW03.01","La tua identità online","rw03-01-identita.html","4","PEC e SPID","non verificata","","","rw03-01-identita.html#slide-4"
"certificati digitali","certificati digitali","1","certific digital","2","","0","variante lessicale accorpata","","certificati digitali","usare la chiave editoriale comune","variante linguistica: certific digital","variante linguistica","1","grassetto","contenuto","1","Reti e Web","RW03.01","La tua identità online","rw03-01-identita.html","7","I tre livelli di SPID","non verificata","","","rw03-01-identita.html#slide-7"
"certificato digitale","certificato digitale","1","certific digital","2","browser e navigazione web","33","voce specifica di macrocategoria","RW01.02 · Navigazione e indirizzi Web","Certificato digitale","rimandare al blocco principale","macrocategoria: browser e navigazione web","macrocategoria","23","etichetta","contenuto","1","Reti e Web","RW01.02","Navigazione e Indirizzi Web","rw01-02-navigazione.html","5","HTTPS HTTP Secure","non verificata","","","rw01-02-navigazione.html#slide-5"
"certificato ssl/tls","certificato ssl/tls","1","certific ssl tls","1","browser e navigazione web","33","voce specifica di macrocategoria","RW01.02 · Navigazione e indirizzi Web","certificato SSL/TLS","rimandare al blocco principale","macrocategoria: browser e navigazione web","macrocategoria","23","grassetto","contenuto","1","Reti e Web","RW01.02","Navigazione e Indirizzi Web","rw01-02-navigazione.html","5","HTTPS HTTP Secure","non verificata","","","rw01-02-navigazione.html#slide-5"
"certificazioni","certificazioni","1","certificzion","1","","0","voce specifica autonoma","","Certificazioni","mantenere autonoma","lemma: certificazioni","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Hardware e Software","HS05","Troubleshooting","hs05-troubleshooting.html","24","Imparare per prevenire: MOOC e certificazioni","non verificata","","","hs05-troubleshooting.html#slide-24"
"certificazioni di riferimento","certificazioni di riferimento","1","certificzion riferiment","1","","0","voce specifica autonoma","","Certificazioni di riferimento","mantenere autonoma","lemma: certificazioni di riferimento","voce autonoma o già distinta","1","etichetta","contenuto","1","Sicurezza Digitale","SD04","Professioni nella Sicurezza Informatica","sd04-professioni.html","4","Penetration Tester","non verificata","","","sd04-professioni.html#slide-4"
"certificazioni professionali","certificazioni professionali","1","certificzion professional","1","","0","voce specifica autonoma","","Certificazioni professionali","mantenere autonoma","lemma: certificazioni professionali","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Sicurezza Digitale","SD04","Professioni nella Sicurezza Informatica","sd04-professioni.html","8","Percorsi di formazione","non verificata","","","sd04-professioni.html#slide-8"
"certo raggio","certo raggio","1","cert raggi","1","reti e connettivita","72","voce specifica di macrocategoria","RW01.01 · Reti informatiche e Internet","certo raggio","rimandare al blocco principale","macrocategoria: reti e connettivita","macrocategoria","67","grassetto","contenuto","1","Hardware e Software","HS01","Dentro il computer","hs01-componenti.html","22","Il WiFi","non verificata","","","hs01-componenti.html#slide-22"
"cervello del computer","cervello del computer","1","cervell computer","1","","0","voce specifica autonoma","","“cervello” del computer","mantenere autonoma","lemma: cervello del computer","voce autonoma o già distinta","1","grassetto","contenuto","1","Hardware e Software","HS01","Dentro il computer","hs01-componenti.html","7","Il processore","non verificata","","","hs01-componenti.html#slide-7"
"cestino","cestino","1","cestin","1","","0","voce specifica autonoma","","Cestino","mantenere autonoma","lemma: cestino","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW02.01","La Posta Elettronica","rw02-01-email.html","22","Tenere ordinata la posta","non verificata","","","rw02-01-email.html#slide-22"
"cestino e versioni","cestino e versioni","1","cestin version","1","","0","voce specifica autonoma","","Cestino e versioni","mantenere autonoma","lemma: cestino e versioni","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU01.01","Software Microsoft","su01-01-microsoft.html","12","Microsoft 365 e la sicurezza aziendale","non verificata","","","su01-01-microsoft.html#slide-12"
"chain of thought","chain of thought","1","chain of thought","1","intelligenza artificiale","29","voce specifica di macrocategoria","IA01 · Concetti generali","Chain of thought","rimandare al blocco principale","macrocategoria: intelligenza artificiale","macrocategoria","21","titolo_h3","contenuto","1","Intelligenza Artificiale","IA03","LLM — Large Language Models","ia03-llm.html","16","L'LLM si interroga sul prompt","non verificata","","","ia03-llm.html#slide-16"
"change log","change log","1","chang log","1","","0","voce specifica autonoma","","Change log","mantenere autonoma","lemma: change log","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU03.13","Macro nei fogli di calcolo","su03-13-macro-fogli-calcolo.html","11","Testare su copie e mantenere versioni","non verificata","","","su03-13-macro-fogli-calcolo.html#slide-11"
"character.ai","character.ai","1","character.a","1","tipi di dato","81","voce specifica di macrocategoria","PR01.02 · Dati e codifica","Character.ai","rimandare al blocco principale","macrocategoria: tipi di dato","macrocategoria","64","titolo_h3","contenuto","1","Intelligenza Artificiale","IA02","Esercizio di generazione","ia02-esercizio-generazione.html","2","Strumenti per testo e conversazione","non verificata","","","ia02-esercizio-generazione.html#slide-2"
"chat","chat","1","chat","1","","0","voce specifica autonoma","","Chat","mantenere autonoma","lemma: chat","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU01.02","Software Google","su01-02-google-workspace.html","11","Google Meet","non verificata","","","su01-02-google-workspace.html#slide-11"
"chat aziendali","chat aziendali","1","aziendal chat","1","","0","voce specifica autonoma","","Chat aziendali","mantenere autonoma","lemma: chat aziendali","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW03.02","Tecnologia e Società","rw03-02-societa.html","11","Il kit dello smart worker","non verificata","","","rw03-02-societa.html#slide-11"
"chat col team","chat col team","1","chat col team","1","posta elettronica","51","voce specifica di macrocategoria","RW02.01 · La posta elettronica","Chat col team","rimandare al blocco principale","macrocategoria: posta elettronica","macrocategoria","40","titolo_h3","contenuto","1","Reti e Web","RW02.04","Collaborazione Digitale","rw02-04-collaborazione-digitale.html","7","Email al cliente","non verificata","","","rw02-04-collaborazione-digitale.html#slide-7"
"chat e assistenti generalisti","chat e assistenti generalisti","1","assistent chat generalist","1","","0","voce specifica autonoma","","Chat e assistenti generalisti","mantenere autonoma","lemma: chat e assistenti generalisti","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Intelligenza Artificiale","IA05","Strumenti gratuiti online","ia05-strumenti-gratuiti.html","3","Chat e assistenti generalisti","non verificata","","","ia05-strumenti-gratuiti.html#slide-3"
"chat e canali tematici","chat e canali tematici","1","canal chat tematic","1","","0","voce specifica autonoma","","Chat e canali tematici","mantenere autonoma","lemma: chat e canali tematici","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU01.01","Software Microsoft","su01-01-microsoft.html","7","Microsoft Teams","non verificata","","","su01-01-microsoft.html#slide-7"
"chat generaliste","chat generaliste","1","chat generalist","1","","0","voce specifica autonoma","","Chat generaliste","mantenere autonoma","lemma: chat generaliste","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Intelligenza Artificiale","IA05","Strumenti gratuiti online","ia05-strumenti-gratuiti.html","8","Aiuto per programmare","non verificata","","","ia05-strumenti-gratuiti.html#slide-8"
"chat testuale","chat testuale","1","chat testual","1","","0","voce specifica autonoma","","Chat testuale","mantenere autonoma","lemma: chat testuale","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW02.04","Collaborazione Digitale","rw02-04-collaborazione-digitale.html","24","Alzata di mano","non verificata","","","rw02-04-collaborazione-digitale.html#slide-24"
"chatbot e assistenti","chatbot e assistenti","1","assistent chatbot","1","","0","voce specifica autonoma","","Chatbot e assistenti","mantenere autonoma","lemma: chatbot e assistenti","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Intelligenza Artificiale","IA01","Concetti generali","ia01-concetti-generali.html","8","Capire il linguaggio naturale","non verificata","","","ia01-concetti-generali.html#slide-8"
"chatgpt cosa puo fare","chatgpt cosa puo fare","1","chatgpt fare puo","1","","0","voce specifica autonoma","","ChatGPT — cosa può fare","mantenere autonoma","lemma: chatgpt cosa puo fare","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Intelligenza Artificiale","IA01","Concetti generali","ia01-concetti-generali.html","22","ChatGPT — cosa può fare","non verificata","","","ia01-concetti-generali.html#slide-22"
"chatgpt sora","chatgpt sora","1","chatgpt sora","1","","0","voce specifica autonoma","","ChatGPT Sora","mantenere autonoma","lemma: chatgpt sora","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Intelligenza Artificiale","IA02","Esercizio di generazione","ia02-esercizio-generazione.html","4","Strumenti per contenuti visivi","non verificata","","","ia02-esercizio-generazione.html#slide-4"
"che cos'e","che cos'e","1","cos","1","","0","voce specifica autonoma","","Che cos'è","mantenere autonoma","lemma: che cos'e","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW02.04","Collaborazione Digitale","rw02-04-collaborazione-digitale.html","3","Che cos'è","non verificata","","","rw02-04-collaborazione-digitale.html#slide-3"
"che cos'e apps script","che cos'e apps script","1","apps cos script","1","","0","voce specifica autonoma","","Che cos’è Apps Script","mantenere autonoma","lemma: che cos'e apps script","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.15","Google Apps Script","su03-15-google-apps-script.html","2","Che cos’è Apps Script","non verificata","","","su03-15-google-apps-script.html#slide-2"
"che cos'e un algoritmo","che cos'e un algoritmo","1","algoritm cos","1","programmazione","79","voce specifica di macrocategoria","PR01.01 · Introduzione alla programmazione","Che cos'è un algoritmo?","rimandare al blocco principale","macrocategoria: programmazione","macrocategoria","64","titolo_h2","contenuto","1","Programmazione","PR01.03","Algoritmi e diagrammi di flusso","pr01-03-algoritmi.html","3","Che cos'è un algoritmo?","non verificata","","","pr01-03-algoritmi.html#slide-3"
"che cos'e un insieme","che cos'e un insieme","1","cos insiem","1","","0","voce specifica autonoma","","Che cos’è un insieme","mantenere autonoma","lemma: che cos'e un insieme","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","5","Che cos’è un insieme","non verificata","","","su03-03-fondamenti-matematici.html#slide-5"
"che cos'e una funzione","che cos'e una funzione","1","cos funzion","1","","0","voce specifica autonoma","","Che cos’è una funzione","mantenere autonoma","lemma: che cos'e una funzione","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","22","Che cos’è una funzione","non verificata","","","su03-03-fondamenti-matematici.html#slide-22"
"che cos'e una macro","che cos'e una macro","1","cos macr","1","","0","voce specifica autonoma","","Che cos’è una macro","mantenere autonoma","lemma: che cos'e una macro","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.13","Macro nei fogli di calcolo","su03-13-macro-fogli-calcolo.html","2","Che cos’è una macro","non verificata","","","su03-13-macro-fogli-calcolo.html#slide-2"
"che cos'e una query","che cos'e una query","1","cos query","1","","0","voce specifica autonoma","","Che cos’è una query","mantenere autonoma","lemma: che cos'e una query","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.12","Query nei fogli di calcolo","su03-12-query-fogli-calcolo.html","2","Che cos’è una query","non verificata","","","su03-12-query-fogli-calcolo.html#slide-2"
"che cosa gestisce per te","che cosa gestisce per te","1","gestisc te","1","sistemi operativi","41","voce specifica di macrocategoria","HS03 · Sistemi operativi","Che cosa gestisce per te","rimandare al blocco principale","macrocategoria: sistemi operativi","macrocategoria","40","titolo_h3","contenuto","1","Smartphones","SM03","Android e iOS","sm03-android-ios.html","2","Il sistema operativo mobile","non verificata","","","sm03-android-ios.html#slide-2"
"che cosa viene salvato","che cosa viene salvato","1","salv vien","1","cloud backup e sincronizzazione","37","voce specifica di macrocategoria","RW02.03 · Gestire e archiviare contenuti","Che cosa viene salvato","rimandare al blocco principale","macrocategoria: cloud backup e sincronizzazione","macrocategoria","32","titolo_h3","contenuto","1","Smartphones","SM03","Android e iOS","sm03-android-ios.html","13","Backup e quale scegliere","non verificata","","","sm03-android-ios.html#slide-13"
"che dati gli dai","che dati gli dai","1","dati","1","","0","voce specifica autonoma","","Che dati gli dai?","mantenere autonoma","lemma: che dati gli dai","voce autonoma o già distinta","1","grassetto","contenuto","1","Intelligenza Artificiale","IA05","Strumenti gratuiti online","ia05-strumenti-gratuiti.html","11","Come valutare uno strumento","non verificata","","","ia05-strumenti-gratuiti.html#slide-11"
"che tipo di contenuto e","che tipo di contenuto e","1","contenut tipo","1","download e trasferimento file","10","voce specifica di macrocategoria","RW02.03 · Gestire e archiviare contenuti","Che tipo di contenuto è?","rimandare al blocco principale","macrocategoria: download e trasferimento file","macrocategoria","6","grassetto","contenuto","1","Reti e Web","RW02.03","Gestire e Archiviare Contenuti","rw02-03-contenuti.html","12","Prima di scaricare: valuta e verifica","non verificata","","","rw02-03-contenuti.html#slide-12"
"check rapido","check rapido","1","check rapid","1","reti e connettivita","72","voce specifica di macrocategoria","RW01.01 · Reti informatiche e Internet","💡 Check rapido","rimandare al blocco principale","macrocategoria: reti e connettivita","macrocategoria","67","etichetta","contenuto","1","Sicurezza Digitale","SD02","Minacce e Vulnerabilità","sd02-minacce.html","15","Mettere in sicurezza la propria rete domestica","non verificata","","","sd02-minacce.html#slide-15"
"checklist di sicurezza quotidiana","checklist di sicurezza quotidiana","1","checklist quotidian sicurezz","1","","0","voce specifica autonoma","","Checklist di sicurezza quotidiana","mantenere autonoma","lemma: checklist di sicurezza quotidiana","voce autonoma o già distinta","1","didascalia","contenuto","1","Sicurezza Digitale","SD01","Introduzione alla Sicurezza Digitale","sd01-introduzione.html","11","Sicurezza nella vita quotidiana","non verificata","","","sd01-introduzione.html#slide-11"
"checklist di una macro affidabile","checklist di una macro affidabile","1","affidabil checklist macr","1","","0","voce specifica autonoma","","Checklist di una macro affidabile","mantenere autonoma","lemma: checklist di una macro affidabile","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.13","Macro nei fogli di calcolo","su03-13-macro-fogli-calcolo.html","13","Checklist di una macro affidabile","non verificata","","","su03-13-macro-fogli-calcolo.html#slide-13"
"checklist prima dell'acquisto","checklist prima dell'acquisto","1","acquist checklist dell prim","1","","0","voce specifica autonoma","","Checklist prima dell’acquisto","mantenere autonoma","lemma: checklist prima dell'acquisto","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Smartphones","SM11","Manutenzione e scelta","sm11-manutenzione-scelta.html","12","Checklist prima dell’acquisto","non verificata","","","sm11-manutenzione-scelta.html#slide-12"
"checklist prima dell'invio","checklist prima dell'invio","1","checklist dell invi prim","1","collaborazione digitale","14","voce specifica di macrocategoria","RW02.04 · Collaborazione digitale","Checklist prima dell'invio","rimandare al blocco principale","macrocategoria: collaborazione digitale","macrocategoria","10","titolo_h3","contenuto","1","Smartphones","SM08","Fotocamera e contenuti","sm08-fotocamera-contenuti.html","11","Condivisione consapevole","non verificata","","","sm08-fotocamera-contenuti.html#slide-11"
"checklist prima di consegnare un foglio","checklist prima di consegnare un foglio","1","checklist consegn fogli prim","1","","0","voce specifica autonoma","","Checklist prima di consegnare un foglio","mantenere autonoma","lemma: checklist prima di consegnare un foglio","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.11","Fogli di calcolo avanzati","su03-11-fogli-calcolo-avanzati.html","12","Checklist prima di consegnare un foglio","non verificata","","","su03-11-fogli-calcolo-avanzati.html#slide-12"
"checklist prima di fidarti","checklist prima di fidarti","1","checklist fidart prim","1","","0","voce specifica autonoma","","Checklist prima di fidarti","mantenere autonoma","lemma: checklist prima di fidarti","voce autonoma o già distinta","1","etichetta","contenuto","1","Suite Ufficio","SU03.08","Tabelle pivot","su03-08-tabelle-pivot.html","11","Quando la pivot mente","non verificata","","","su03-08-tabelle-pivot.html#slide-11"
"chi c'e dietro","chi c'e dietro","1","c chi dietr","1","","0","voce specifica autonoma","","Chi c'è dietro?","mantenere autonoma","lemma: chi c'e dietro","voce autonoma o già distinta","1","grassetto","contenuto","1","Intelligenza Artificiale","IA05","Strumenti gratuiti online","ia05-strumenti-gratuiti.html","11","Come valutare uno strumento","non verificata","","","ia05-strumenti-gratuiti.html#slide-11"
"chi e l' autore del contenuto","chi e l' autore del contenuto","1","autor chi contenut l","1","","0","voce specifica autonoma","","Chi è l' autore del contenuto?","mantenere autonoma","lemma: chi e l' autore del contenuto","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Reti e Web","RW01.05","Navigare con Spirito Critico","rw01-05-affidabilita.html","13","Chi è l' autore del contenuto?","non verificata","","","rw01-05-affidabilita.html#slide-13"
"chi esegue","chi esegue","1","chi esegu","1","applicazioni e software","61","voce specifica di macrocategoria","HS04 · Concetti fondamentali degli OS","Chi esegue","rimandare al blocco principale","macrocategoria: applicazioni e software","macrocategoria","53","titolo_h3","contenuto","1","Suite Ufficio","SU03.15","Google Apps Script","su03-15-google-apps-script.html","18","Web app","non verificata","","","su03-15-google-apps-script.html#slide-18"
"chi fa cosa","chi fa cosa","1","chi fa","1","","0","voce specifica autonoma","","chi fa cosa","mantenere autonoma","lemma: chi fa cosa","voce autonoma o già distinta","1","grassetto","contenuto","1","Reti e Web","RW03.01","La tua identità online","rw03-01-identita.html","5","Parli anche per l'azienda","non verificata","","","rw03-01-identita.html#slide-5"
"chi ha accesso","chi ha accesso","1","access chi ha","1","","0","voce specifica autonoma","","chi ha accesso","mantenere autonoma","lemma: chi ha accesso","voce autonoma o già distinta","1","grassetto","contenuto","1","Reti e Web","RW02.04","Collaborazione Digitale","rw02-04-collaborazione-digitale.html","19","Persone specifiche","non verificata","","","rw02-04-collaborazione-digitale.html#slide-19"
"chi ha scritto","chi ha scritto","1","chi ha scritt","1","","0","voce specifica autonoma","","🧑‍💼 Chi ha scritto?","mantenere autonoma","lemma: chi ha scritto","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW01.05","Navigare con Spirito Critico","rw01-05-affidabilita.html","13","Chi è l' autore del contenuto?","non verificata","","","rw01-05-affidabilita.html#slide-13"
"chi li produce","chi li produce","1","chi li produc","1","hardware e componenti","19","voce specifica di macrocategoria","HS01 · Dentro il computer","Chi li produce","rimandare al blocco principale","macrocategoria: hardware e componenti","macrocategoria","13","titolo_h3","contenuto","1","Smartphones","SM01","Lo smartphone è un computer","sm01-smartphone-computer.html","4","CPU, SoC e RAM","non verificata","","","sm01-smartphone-computer.html#slide-4"
"chi li ricevera","chi li ricevera","1","chi li ricever","1","","0","voce specifica autonoma","","📬 Chi li riceverà?","mantenere autonoma","lemma: chi li ricevera","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW01.05","Navigare con Spirito Critico","rw01-05-affidabilita.html","21","I moduli online","non verificata","","","rw01-05-affidabilita.html#slide-21"
"chi lo rilascia","chi lo rilascia","1","chi rilasci","1","","0","voce specifica autonoma","","Chi lo rilascia","mantenere autonoma","lemma: chi lo rilascia","voce autonoma o già distinta","1","etichetta","contenuto","1","Reti e Web","RW03.01","La tua identità online","rw03-01-identita.html","7","I tre livelli di SPID","non verificata","","","rw03-01-identita.html#slide-7"
"chi modifica","chi modifica","1","chi modific","1","programmazione","79","voce specifica di macrocategoria","PR01.01 · Introduzione alla programmazione","Chi modifica","rimandare al blocco principale","macrocategoria: programmazione","macrocategoria","64","titolo_h3","contenuto","1","Programmazione","PR01.01","Introduzione alla programmazione","pr01-01-introduzione-programmazione.html","3","Il codice è scritto per due lettori","non verificata","","","pr01-01-introduzione-programmazione.html#slide-3"
"chi non aggiorna resta vulnerabile","chi non aggiorna resta vulnerabile","1","aggiorn chi non rest vulnerabil","1","aggiornamenti e manutenzione software","32","voce specifica di macrocategoria","HS04 · Concetti fondamentali degli OS","Chi non aggiorna resta vulnerabile","rimandare al blocco principale","macrocategoria: aggiornamenti e manutenzione software","macrocategoria","21","didascalia","contenuto","1","Sicurezza Digitale","SD01","Introduzione alla Sicurezza Digitale","sd01-introduzione.html","13","Perché gli aggiornamenti sono vitali","non verificata","","","sd01-introduzione.html#slide-13"
"chi possiede il codice del tuo os","chi possiede il codice del tuo os","1","chi codic os possied tuo","1","programmazione","79","voce specifica di macrocategoria","PR01.01 · Introduzione alla programmazione","Chi possiede il codice del tuo OS","rimandare al blocco principale","macrocategoria: programmazione","macrocategoria","64","titolo_h2","contenuto","1","Hardware e Software","HS03","Sistemi Operativi","hs03-os.html","10","Chi possiede il codice del tuo OS","non verificata","","","hs03-os.html#slide-10"
"chi progetta","chi progetta","1","chi progett","1","programmazione","79","voce specifica di macrocategoria","PR01.01 · Introduzione alla programmazione","Chi progetta","rimandare al blocco principale","macrocategoria: programmazione","macrocategoria","64","titolo_h3","contenuto","1","Programmazione","PR01.01","Introduzione alla programmazione","pr01-01-introduzione-programmazione.html","3","Il codice è scritto per due lettori","non verificata","","","pr01-01-introduzione-programmazione.html#slide-3"
"chi puo leggere","chi puo leggere","1","chi legg puo","1","","0","voce specifica autonoma","","Chi può leggere","mantenere autonoma","lemma: chi puo leggere","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU03.17","Collegare fogli e file","su03-17-collegamenti-fogli.html","5","La prima volta chiede il permesso","non verificata","","","su03-17-collegamenti-fogli.html#slide-5"
